sepal_length,sepal_width,petal_length,petal_width,species
4.92,2.43,3.82,1.19,Iris-versicolor
5.04,2.74,3.57,1.64,Iris-versicolor
4.92,3.18,5.0,1.57,Iris-versicolor
6.44,3.31,3.44,1.8,Iris-versicolor
6.52,3.02,3.76,1.44,Iris-versicolor
6.27,2.87,4.48,1.07,Iris-versicolor
5.65,2.61,3.55,1.14,Iris-versicolor
5.19,2.51,4.04,1.05,Iris-versicolor
6.89,3.07,4.53,1.14,Iris-versicolor
6.17,2.74,5.06,1.6,Iris-versicolor
6.11,3.19,3.33,1.01,Iris-versicolor
6.35,2.14,3.24,1.6,Iris-versicolor
5.47,2.88,4.93,1.25,Iris-versicolor
5.36,2.15,3.27,1.05,Iris-versicolor
5.08,2.6,3.67,1.57,Iris-versicolor
6.73,3.1,4.11,1.08,Iris-versicolor
6.39,2.51,3.18,1.67,Iris-versicolor
5.61,2.31,4.83,1.72,Iris-versicolor
5.61,2.5,4.22,1.59,Iris-versicolor
5.03,2.83,5.0,1.21,Iris-versicolor
6.81,3.33,3.57,1.6,Iris-versicolor
5.4,3.03,4.67,1.2,Iris-versicolor
6.4,3.14,3.75,1.13,Iris-versicolor
5.09,2.81,5.05,1.66,Iris-versicolor
5.82,2.75,3.59,1.13,Iris-versicolor
5.91,2.65,4.1,1.76,Iris-versicolor
6.17,2.85,3.27,1.8,Iris-versicolor
6.52,3.23,3.87,1.4,Iris-versicolor
6.0,2.27,4.45,1.72,Iris-versicolor
5.24,2.12,4.55,1.22,Iris-versicolor
6.21,2.97,3.68,1.65,Iris-versicolor
6.05,3.22,4.6,1.69,Iris-versicolor
4.94,2.34,3.19,1.35,Iris-versicolor
6.77,2.65,4.78,1.26,Iris-versicolor
5.61,3.25,3.89,1.63,Iris-versicolor
5.4,3.33,4.21,1.61,Iris-versicolor
5.09,2.69,4.89,1.7,Iris-versicolor
5.0,2.43,3.93,1.14,Iris-versicolor
6.43,2.26,3.73,1.53,Iris-versicolor
5.91,3.03,5.02,1.09,Iris-versicolor
6.39,2.32,3.87,1.03,Iris-versicolor
5.19,2.45,3.72,1.72,Iris-versicolor
6.46,3.36,4.26,1.19,Iris-versicolor
5.59,2.45,3.69,1.54,Iris-versicolor
6.01,2.54,3.31,1.02,Iris-versicolor
5.36,2.15,4.65,1.09,Iris-versicolor
6.42,2.54,3.15,1.65,Iris-versicolor
6.12,2.33,4.88,1.04,Iris-versicolor
5.32,3.05,4.49,1.23,Iris-versicolor
5.03,3.2,3.66,1.16,Iris-versicolor
5.98,3.27,3.09,1.61,Iris-versicolor
6.1,2.6,4.56,1.77,Iris-versicolor
5.38,2.2,4.92,1.54,Iris-versicolor
5.82,2.8,4.57,1.62,Iris-versicolor
6.83,2.6,3.62,1.51,Iris-versicolor
5.77,2.83,3.88,1.12,Iris-versicolor
5.89,2.97,4.68,1.39,Iris-versicolor
5.25,2.58,4.65,1.33,Iris-versicolor
6.36,2.71,3.51,1.64,Iris-versicolor
5.08,2.73,3.44,1.05,Iris-versicolor
5.96,2.7,4.48,1.6,Iris-versicolor
6.43,2.57,4.33,1.46,Iris-versicolor
5.79,2.84,4.99,1.15,Iris-versicolor
6.8,2.07,3.65,1.23,Iris-versicolor
6.22,2.18,4.85,1.66,Iris-versicolor
6.27,2.64,4.96,1.66,Iris-versicolor
5.95,2.98,4.19,1.47,Iris-versicolor
5.6,2.65,3.16,1.29,Iris-versicolor
6.36,3.33,5.02,1.44,Iris-versicolor
6.17,2.26,4.46,1.06,Iris-versicolor
5.5,2.94,3.65,1.04,Iris-versicolor
6.65,2.43,3.13,1.06,Iris-versicolor
5.43,2.25,4.63,1.26,Iris-versicolor
6.59,2.24,4.04,1.55,Iris-versicolor
6.27,2.84,4.94,1.18,Iris-versicolor
5.94,3.24,3.16,1.04,Iris-versicolor
5.39,2.89,3.55,1.15,Iris-versicolor
5.86,2.86,3.52,1.24,Iris-versicolor
6.19,3.32,4.42,1.63,Iris-versicolor
5.67,2.38,3.95,1.65,Iris-versicolor
5.86,3.19,5.08,1.06,Iris-versicolor
5.0,2.21,3.81,1.1,Iris-versicolor
6.73,2.03,3.66,1.15,Iris-versicolor
6.86,2.94,4.92,1.78,Iris-versicolor
5.94,2.33,3.41,1.18,Iris-versicolor
6.39,2.06,3.11,1.49,Iris-versicolor
6.25,2.93,3.78,1.64,Iris-versicolor
6.02,2.15,4.67,1.76,Iris-versicolor
5.03,2.55,4.02,1.12,Iris-versicolor
6.72,2.4,4.64,1.54,Iris-versicolor
6.16,2.27,3.46,1.04,Iris-versicolor
5.41,2.48,4.75,1.29,Iris-versicolor
6.48,2.62,4.65,1.78,Iris-versicolor
5.4,3.21,4.31,1.65,Iris-versicolor
6.27,2.59,3.48,1.06,Iris-versicolor
6.02,3.39,4.55,1.26,Iris-versicolor
6.64,3.08,3.59,1.01,Iris-versicolor
5.15,3.23,4.76,1.24,Iris-versicolor
5.5,3.11,4.97,1.62,Iris-versicolor
6.17,2.34,4.1,1.19,Iris-versicolor
6.6,2.54,4.75,1.31,Iris-versicolor
6.63,2.47,3.92,1.49,Iris-versicolor
5.05,3.33,4.2,1.41,Iris-versicolor
6.66,3.21,4.1,1.74,Iris-versicolor
5.04,2.16,4.25,1.28,Iris-versicolor
5.87,2.46,3.85,1.66,Iris-versicolor
6.15,3.4,4.65,1.22,Iris-versicolor
5.46,2.47,4.77,1.02,Iris-versicolor
5.38,3.27,4.34,1.18,Iris-versicolor
5.36,3.21,4.88,1.2,Iris-versicolor
5.78,3.17,4.62,1.65,Iris-versicolor
5.99,3.28,3.68,1.13,Iris-versicolor
6.39,2.76,4.79,1.06,Iris-versicolor
6.67,2.41,4.38,1.03,Iris-versicolor
6.18,3.0,3.77,1.17,Iris-versicolor
6.03,3.17,3.68,1.2,Iris-versicolor
5.49,3.33,3.75,1.0,Iris-versicolor
6.54,2.98,3.27,1.79,Iris-versicolor
6.18,2.7,3.8,1.72,Iris-versicolor
5.41,2.4,3.26,1.61,Iris-versicolor
6.15,2.85,3.46,1.52,Iris-versicolor
6.51,2.5,4.68,1.28,Iris-versicolor
6.49,2.05,4.16,1.78,Iris-versicolor
6.96,2.39,3.93,1.05,Iris-versicolor
6.73,2.8,3.81,1.09,Iris-versicolor
6.89,2.74,3.59,1.28,Iris-versicolor
5.47,2.84,4.95,1.69,Iris-versicolor
5.87,3.16,3.89,1.2,Iris-versicolor
6.97,2.43,3.68,1.79,Iris-versicolor
5.18,3.06,4.97,1.41,Iris-versicolor
4.91,2.53,3.23,1.33,Iris-versicolor
6.56,2.61,3.91,1.45,Iris-versicolor
6.12,3.2,3.65,1.66,Iris-versicolor
6.09,2.42,3.62,1.29,Iris-versicolor
6.21,2.32,4.93,1.46,Iris-versicolor
6.83,2.06,3.72,1.02,Iris-versicolor
5.47,3.21,3.08,1.35,Iris-versicolor
5.15,2.58,4.76,1.5,Iris-versicolor
6.45,2.49,4.98,1.57,Iris-versicolor
5.79,2.6,4.93,1.46,Iris-versicolor
6.38,2.58,3.47,1.58,Iris-versicolor
6.18,2.7,4.31,1.17,Iris-versicolor
6.57,3.33,4.87,1.26,Iris-versicolor
5.75,3.13,4.25,1.44,Iris-versicolor
6.85,2.75,4.08,1.03,Iris-versicolor
5.05,2.01,4.92,1.33,Iris-versicolor
5.88,3.18,4.28,1.49,Iris-versicolor
5.52,3.17,3.35,1.04,Iris-versicolor
5.3,2.37,3.59,1.54,Iris-versicolor
5.36,2.95,3.19,1.12,Iris-versicolor
5.97,3.29,4.81,1.78,Iris-versicolor
6.27,2.95,4.31,1.5,Iris-versicolor
5.21,2.76,3.81,1.35,Iris-versicolor
6.0,2.18,3.75,1.05,Iris-versicolor
6.96,2.17,3.54,1.71,Iris-versicolor
5.91,2.19,3.81,1.09,Iris-versicolor
5.32,2.07,3.92,1.65,Iris-versicolor
6.13,2.85,3.42,1.28,Iris-versicolor
6.68,2.12,4.8,1.39,Iris-versicolor
6.66,2.45,3.71,1.6,Iris-versicolor
6.55,2.32,5.04,1.07,Iris-versicolor
5.04,2.83,4.52,1.77,Iris-versicolor
5.75,2.04,4.27,1.23,Iris-versicolor
5.81,2.68,3.14,1.39,Iris-versicolor
5.8,3.0,4.36,1.15,Iris-versicolor
5.33,2.35,3.38,1.53,Iris-versicolor
6.99,2.91,4.27,1.33,Iris-versicolor
5.56,3.28,5.03,1.4,Iris-versicolor
5.51,3.08,3.28,1.61,Iris-versicolor
6.62,2.17,5.05,1.79,Iris-versicolor
6.87,2.69,3.52,1.47,Iris-versicolor
5.78,2.29,3.89,1.53,Iris-versicolor
5.05,2.47,3.04,1.6,Iris-versicolor
6.25,2.09,5.03,1.02,Iris-versicolor
6.14,3.09,4.65,1.03,Iris-versicolor
6.8,3.29,4.18,1.39,Iris-versicolor
4.99,2.79,3.86,1.62,Iris-versicolor
5.75,2.96,3.21,1.11,Iris-versicolor
5.19,2.06,4.14,1.64,Iris-versicolor
6.18,2.8,4.43,1.27,Iris-versicolor
5.66,2.44,4.5,1.13,Iris-versicolor
4.93,2.83,4.98,1.49,Iris-versicolor
6.54,2.94,4.04,1.57,Iris-versicolor
6.63,2.31,3.71,1.18,Iris-versicolor
5.85,3.24,3.72,1.3,Iris-versicolor
6.71,2.72,4.12,1.69,Iris-versicolor
5.93,2.95,3.18,1.14,Iris-versicolor
5.75,2.69,5.03,1.78,Iris-versicolor
6.69,2.44,5.02,1.55,Iris-versicolor
5.73,2.98,3.03,1.12,Iris-versicolor
6.64,2.9,3.76,1.4,Iris-versicolor
6.8,2.88,3.84,1.1,Iris-versicolor
5.52,3.37,3.92,1.38,Iris-versicolor
5.95,3.24,4.27,1.55,Iris-versicolor
5.72,2.04,4.96,1.76,Iris-versicolor
6.89,3.32,4.71,1.55,Iris-versicolor
6.67,2.84,3.28,1.31,Iris-versicolor
6.94,2.49,4.82,1.07,Iris-versicolor
5.6,2.49,3.11,1.1,Iris-versicolor
5.31,3.17,3.13,1.24,Iris-versicolor
4.92,2.97,4.3,1.52,Iris-versicolor
5.69,2.29,4.51,1.65,Iris-versicolor
5.19,2.68,3.52,1.13,Iris-versicolor
6.44,2.75,3.45,1.25,Iris-versicolor
6.93,3.19,4.85,1.37,Iris-versicolor
6.21,2.53,3.16,1.32,Iris-versicolor
6.15,2.4,4.78,1.12,Iris-versicolor
5.67,2.17,3.85,1.03,Iris-versicolor
5.47,2.56,4.0,1.43,Iris-versicolor
5.48,2.73,4.07,1.25,Iris-versicolor
6.64,2.76,3.7,1.76,Iris-versicolor
6.67,3.38,4.45,1.3,Iris-versicolor
5.49,2.93,5.06,1.5,Iris-versicolor
6.75,2.46,3.85,1.73,Iris-versicolor
6.49,3.37,4.63,1.36,Iris-versicolor
6.02,3.26,4.16,1.2,Iris-versicolor
5.81,2.72,3.2,1.6,Iris-versicolor
5.13,2.57,4.69,1.37,Iris-versicolor
6.67,2.48,5.01,1.17,Iris-versicolor
4.98,3.22,4.58,1.19,Iris-versicolor
6.97,2.7,5.0,1.4,Iris-versicolor
5.89,2.63,3.7,1.43,Iris-versicolor
5.85,2.05,3.55,1.17,Iris-versicolor
6.72,2.84,4.6,1.77,Iris-versicolor
6.25,3.38,3.65,1.15,Iris-versicolor
5.75,2.66,4.88,1.45,Iris-versicolor
5.51,3.04,4.06,1.13,Iris-versicolor
6.11,3.28,4.77,1.47,Iris-versicolor
5.69,2.12,3.99,1.6,Iris-versicolor
5.66,2.33,4.96,1.66,Iris-versicolor
6.24,2.19,3.3,1.08,Iris-versicolor
6.19,2.16,4.77,1.79,Iris-versicolor
5.67,2.64,4.49,1.75,Iris-versicolor
6.78,2.08,3.36,1.6,Iris-versicolor
6.35,2.19,4.05,1.62,Iris-versicolor
5.36,3.22,3.11,1.63,Iris-versicolor
6.19,2.44,4.51,1.63,Iris-versicolor
6.86,2.51,4.44,1.48,Iris-versicolor
6.0,3.25,3.01,1.23,Iris-versicolor
6.03,2.25,4.91,1.52,Iris-versicolor
5.9,3.14,3.95,1.45,Iris-versicolor
4.91,2.51,3.29,1.55,Iris-versicolor
5.91,2.42,3.98,1.17,Iris-versicolor
6.84,2.08,4.82,1.41,Iris-versicolor
6.2,2.42,5.03,1.23,Iris-versicolor
6.14,3.39,4.85,1.43,Iris-versicolor
6.98,2.98,3.44,1.32,Iris-versicolor
5.6,2.48,4.6,1.47,Iris-versicolor
4.98,3.23,3.62,1.8,Iris-versicolor
6.9,3.32,4.7,1.18,Iris-versicolor
6.02,2.31,3.55,1.49,Iris-versicolor
4.99,3.36,4.93,1.3,Iris-versicolor
5.98,2.65,4.85,1.55,Iris-versicolor
5.48,2.63,3.9,1.77,Iris-versicolor
5.27,2.13,4.85,1.72,Iris-versicolor
6.73,2.72,4.39,1.45,Iris-versicolor
5.05,2.83,3.03,1.26,Iris-versicolor
6.86,2.43,4.97,1.2,Iris-versicolor
5.56,2.88,4.6,1.4,Iris-versicolor
6.75,2.06,4.94,1.16,Iris-versicolor
6.76,2.56,4.75,1.54,Iris-versicolor
5.27,3.29,3.52,1.2,Iris-versicolor
6.61,2.15,3.47,1.4,Iris-versicolor
6.64,2.21,4.15,1.57,Iris-versicolor
6.71,3.31,4.65,1.52,Iris-versicolor
5.81,2.16,4.49,1.79,Iris-versicolor
6.45,2.02,4.04,1.49,Iris-versicolor
6.35,3.01,4.17,1.18,Iris-versicolor
6.88,2.98,3.5,1.26,Iris-versicolor
6.84,3.24,3.85,1.03,Iris-versicolor
5.0,2.4,4.32,1.47,Iris-versicolor
6.23,3.0,3.04,1.08,Iris-versicolor
5.65,2.22,3.16,1.51,Iris-versicolor
6.61,3.05,4.72,1.53,Iris-versicolor
6.44,2.38,5.09,1.15,Iris-versicolor
5.35,2.4,5.05,1.79,Iris-versicolor
6.57,2.88,4.09,1.78,Iris-versicolor
6.36,3.32,3.66,1.27,Iris-versicolor
6.69,2.21,4.99,1.41,Iris-versicolor
6.85,2.47,4.5,1.39,Iris-versicolor
6.22,2.71,5.03,1.55,Iris-versicolor
5.43,3.27,3.62,1.3,Iris-versicolor
5.11,3.26,3.6,1.21,Iris-versicolor
6.83,3.13,3.3,1.62,Iris-versicolor
6.82,2.11,4.73,1.44,Iris-versicolor
6.31,2.69,4.47,1.03,Iris-versicolor
6.5,2.05,3.96,1.12,Iris-versicolor
6.63,2.44,3.95,1.34,Iris-versicolor
6.52,2.67,4.66,1.06,Iris-versicolor
5.3,2.77,4.99,1.06,Iris-versicolor
4.99,2.22,4.35,1.32,Iris-versicolor
6.63,2.1,3.41,1.24,Iris-versicolor
6.22,2.96,3.26,1.76,Iris-versicolor
5.62,3.0,4.1,1.18,Iris-versicolor
6.68,3.15,3.83,1.47,Iris-versicolor
5.44,2.97,3.65,1.68,Iris-versicolor
5.36,2.02,3.56,1.15,Iris-versicolor
5.97,2.29,4.6,1.19,Iris-versicolor
6.38,2.81,5.07,1.8,Iris-versicolor
6.73,3.06,3.81,1.6,Iris-versicolor
6.91,2.03,4.13,1.17,Iris-versicolor
6.07,2.65,4.21,1.44,Iris-versicolor
6.92,2.77,4.78,1.26,Iris-versicolor
5.82,2.66,3.59,1.3,Iris-versicolor
6.16,2.81,4.34,1.28,Iris-versicolor
5.56,2.86,3.28,1.2,Iris-versicolor
4.99,2.1,3.51,1.02,Iris-versicolor
5.42,2.92,3.13,1.35,Iris-versicolor
6.82,3.11,3.64,1.74,Iris-versicolor
5.59,2.1,5.09,1.7,Iris-versicolor
5.88,2.93,4.41,1.16,Iris-versicolor
5.32,2.66,4.91,1.01,Iris-versicolor
6.54,2.08,4.0,1.51,Iris-versicolor
6.34,2.08,3.88,1.47,Iris-versicolor
5.04,2.19,4.39,1.42,Iris-versicolor
5.24,2.75,4.92,1.01,Iris-versicolor
6.25,2.1,3.01,1.12,Iris-versicolor
5.79,3.12,3.59,1.5,Iris-versicolor
5.76,2.33,4.08,1.64,Iris-versicolor
6.65,3.19,3.71,1.63,Iris-versicolor
5.35,3.03,4.99,1.01,Iris-versicolor
5.82,2.91,4.47,1.14,Iris-versicolor
6.94,2.86,3.35,1.02,Iris-versicolor
6.54,2.11,3.3,1.46,Iris-versicolor
6.17,2.96,3.83,1.62,Iris-versicolor
6.95,2.38,4.48,1.74,Iris-versicolor
6.34,2.95,3.47,1.43,Iris-versicolor
6.08,2.98,5.09,1.03,Iris-versicolor
5.04,2.11,4.56,1.11,Iris-versicolor
6.21,2.45,3.96,1.17,Iris-versicolor
6.72,2.82,4.98,1.46,Iris-versicolor
5.16,2.24,5.08,1.58,Iris-versicolor
5.0,2.99,3.87,1.25,Iris-versicolor
5.22,3.18,3.13,1.23,Iris-versicolor
5.54,2.23,4.07,1.01,Iris-versicolor
5.53,3.31,3.65,1.29,Iris-versicolor
5.89,2.79,4.7,1.15,Iris-versicolor
6.73,3.06,4.52,1.07,Iris-versicolor
4.95,2.83,4.81,1.47,Iris-versicolor
5.35,2.13,4.47,1.58,Iris-versicolor
5.26,2.04,3.86,1.47,Iris-versicolor
6.38,3.13,4.28,1.09,Iris-versicolor
6.33,3.38,4.9,1.7,Iris-versicolor
5.53,3.05,4.79,1.54,Iris-versicolor
5.43,3.34,3.95,1.1,Iris-versicolor
5.13,2.91,3.92,1.08,Iris-versicolor
6.45,3.12,4.52,1.16,Iris-versicolor
6.35,2.02,3.64,1.32,Iris-versicolor
6.65,2.55,3.02,1.28,Iris-versicolor
5.95,3.33,4.98,1.14,Iris-versicolor
5.29,2.23,4.66,1.0,Iris-versicolor
5.17,2.75,3.52,1.07,Iris-versicolor
5.66,2.38,4.07,1.78,Iris-versicolor
5.16,2.52,4.96,1.7,Iris-versicolor
5.73,2.98,3.18,1.57,Iris-versicolor
6.94,2.75,4.05,1.15,Iris-versicolor
6.23,2.83,4.37,1.02,Iris-versicolor
6.05,2.83,3.44,1.17,Iris-versicolor
5.48,3.0,4.27,1.68,Iris-versicolor
5.52,3.28,4.56,1.32,Iris-versicolor
5.1,2.36,5.01,1.25,Iris-versicolor
5.59,2.27,4.69,1.22,Iris-versicolor
5.59,2.58,3.91,1.33,Iris-versicolor
5.96,3.14,4.72,1.64,Iris-versicolor
5.11,3.12,3.25,1.1,Iris-versicolor
6.89,3.15,4.16,1.7,Iris-versicolor
6.98,2.85,4.29,1.6,Iris-versicolor
5.39,2.23,4.6,1.28,Iris-versicolor
5.18,2.44,3.75,1.77,Iris-versicolor
6.37,2.74,5.03,1.72,Iris-versicolor
5.98,3.27,3.85,1.18,Iris-versicolor
5.39,2.93,4.05,1.53,Iris-versicolor
6.34,2.03,3.11,1.43,Iris-versicolor
5.3,2.89,4.16,1.47,Iris-versicolor
5.54,2.9,4.74,1.8,Iris-versicolor
6.66,2.78,3.41,1.55,Iris-versicolor
6.87,2.3,3.54,1.12,Iris-versicolor
6.45,2.57,3.13,1.7,Iris-versicolor
6.07,2.46,3.72,1.23,Iris-versicolor
5.86,2.47,4.15,1.62,Iris-versicolor
6.32,2.41,4.11,1.67,Iris-versicolor
5.04,2.11,4.17,1.51,Iris-versicolor
5.34,3.04,4.36,1.74,Iris-versicolor
5.25,3.05,3.18,1.45,Iris-versicolor
6.06,2.54,4.77,1.0,Iris-versicolor
5.99,2.3,4.56,1.03,Iris-versicolor
6.65,3.17,4.75,1.12,Iris-versicolor
6.22,2.02,4.78,1.58,Iris-versicolor
6.02,3.02,3.2,1.42,Iris-versicolor
5.51,3.36,4.8,1.59,Iris-versicolor
6.86,2.49,4.89,1.26,Iris-versicolor
6.44,3.03,3.04,1.29,Iris-versicolor
4.94,3.4,3.26,1.43,Iris-versicolor
6.56,2.28,4.02,1.49,Iris-versicolor
5.24,3.09,3.63,1.17,Iris-versicolor
6.07,2.57,4.93,1.7,Iris-versicolor
5.92,2.5,3.68,1.21,Iris-versicolor
6.04,3.13,3.65,1.15,Iris-versicolor
5.9,2.1,4.47,1.41,Iris-versicolor
5.94,2.42,4.9,1.07,Iris-versicolor
6.73,2.53,4.85,1.58,Iris-versicolor
5.12,3.16,4.43,1.03,Iris-versicolor
5.18,2.89,4.39,1.6,Iris-versicolor
6.41,2.92,4.61,1.46,Iris-versicolor
5.45,3.28,3.04,1.29,Iris-versicolor
6.43,2.6,3.05,1.05,Iris-versicolor
6.26,3.35,4.16,1.41,Iris-versicolor
5.57,2.36,3.04,1.22,Iris-versicolor
5.84,2.28,3.18,1.57,Iris-versicolor
6.78,3.31,4.3,1.04,Iris-versicolor
6.46,2.15,4.41,1.62,Iris-versicolor
6.42,3.33,4.55,1.55,Iris-versicolor
5.45,3.29,3.38,1.72,Iris-versicolor
5.56,2.18,4.74,1.0,Iris-versicolor
6.65,2.37,4.86,1.55,Iris-versicolor
6.3,2.51,3.12,1.66,Iris-versicolor
5.26,2.52,4.26,1.39,Iris-versicolor
5.32,2.2,3.26,1.69,Iris-versicolor
4.97,3.37,3.42,1.09,Iris-versicolor
6.11,2.11,4.27,1.68,Iris-versicolor
5.0,3.12,3.83,1.13,Iris-versicolor
5.27,3.29,3.23,1.69,Iris-versicolor
6.04,2.05,3.98,1.65,Iris-versicolor
6.43,2.68,4.81,1.1,Iris-versicolor
6.81,3.19,4.49,1.65,Iris-versicolor
6.04,2.95,4.18,1.28,Iris-versicolor
6.09,2.36,3.92,1.22,Iris-versicolor
5.16,2.45,4.79,1.3,Iris-versicolor
6.47,2.25,3.89,1.09,Iris-versicolor
5.19,2.86,4.28,1.17,Iris-versicolor
5.9,3.21,3.37,1.02,Iris-versicolor
6.27,2.07,5.06,1.49,Iris-versicolor
5.89,2.6,4.2,1.07,Iris-versicolor
6.85,2.88,3.39,1.45,Iris-versicolor
5.18,2.02,4.32,1.52,Iris-versicolor
6.13,2.26,4.27,1.05,Iris-versicolor
6.18,2.78,4.38,1.72,Iris-versicolor
6.69,3.37,5.05,1.62,Iris-versicolor
6.91,3.21,4.53,1.06,Iris-versicolor
5.0,3.17,4.03,1.65,Iris-versicolor
5.56,2.56,4.47,1.73,Iris-versicolor
5.08,3.21,4.67,1.25,Iris-versicolor
5.65,2.07,3.03,1.38,Iris-versicolor
5.1,2.27,4.78,1.46,Iris-versicolor
6.23,2.26,4.74,1.69,Iris-versicolor
6.0,3.28,4.77,1.59,Iris-versicolor
6.44,2.15,3.57,1.05,Iris-versicolor
4.92,2.22,4.85,1.19,Iris-versicolor
6.94,2.84,3.5,1.4,Iris-versicolor
5.36,3.38,4.78,1.02,Iris-versicolor
6.89,3.01,3.17,1.54,Iris-versicolor
6.26,2.31,4.59,1.07,Iris-versicolor
5.93,2.01,5.03,1.6,Iris-versicolor
5.23,2.48,3.34,1.61,Iris-versicolor
5.02,3.18,4.98,1.54,Iris-versicolor
5.35,2.5,4.0,1.48,Iris-versicolor
6.3,2.78,3.74,1.71,Iris-versicolor
5.07,2.65,4.63,1.05,Iris-versicolor
6.38,3.15,4.39,1.01,Iris-versicolor
5.28,2.48,3.49,1.77,Iris-versicolor
6.27,2.42,4.95,1.59,Iris-versicolor
5.5,2.53,3.42,1.78,Iris-versicolor
5.99,3.25,3.73,1.69,Iris-versicolor
5.01,3.37,4.92,1.29,Iris-versicolor
6.53,3.05,4.89,1.25,Iris-versicolor
5.88,3.21,4.64,1.31,Iris-versicolor
6.68,2.07,4.64,1.17,Iris-versicolor
5.5,2.69,3.94,1.42,Iris-versicolor
6.04,2.46,3.37,1.61,Iris-versicolor
5.74,2.71,4.35,1.73,Iris-versicolor
6.39,2.06,4.76,1.79,Iris-versicolor
5.89,3.36,4.15,1.37,Iris-versicolor
5.6,2.92,3.48,1.08,Iris-versicolor
4.96,2.41,3.83,1.44,Iris-versicolor
5.51,3.38,3.61,1.35,Iris-versicolor
5.12,2.36,3.1,1.45,Iris-versicolor
6.48,2.27,3.77,1.01,Iris-versicolor
6.66,3.09,3.13,1.29,Iris-versicolor
6.91,2.55,4.11,1.28,Iris-versicolor
6.15,3.37,5.09,1.62,Iris-versicolor
5.75,2.69,3.75,1.79,Iris-versicolor
6.39,2.63,3.03,1.42,Iris-versicolor
6.97,2.73,3.38,1.02,Iris-versicolor
5.64,3.29,5.09,1.76,Iris-versicolor
6.43,2.78,4.24,1.43,Iris-versicolor
6.38,2.59,4.41,1.1,Iris-versicolor
5.46,3.17,4.9,1.43,Iris-versicolor
4.97,3.3,4.47,1.33,Iris-versicolor
6.16,2.6,3.98,1.71,Iris-versicolor
5.24,2.15,3.01,1.25,Iris-versicolor
5.21,2.31,3.02,1.18,Iris-versicolor
5.6,2.04,4.28,1.46,Iris-versicolor
5.1,2.83,5.1,1.76,Iris-versicolor
4.91,3.11,3.74,1.05,Iris-versicolor
5.52,2.45,4.1,1.53,Iris-versicolor
6.47,2.34,3.68,1.25,Iris-versicolor
5.66,3.4,4.63,1.78,Iris-versicolor
6.36,2.57,3.82,1.39,Iris-versicolor
5.78,3.16,3.98,1.24,Iris-versicolor
6.53,3.2,3.88,1.53,Iris-versicolor
5.02,2.74,3.09,1.02,Iris-versicolor
6.19,2.42,4.56,1.72,Iris-versicolor
5.19,3.01,4.08,1.09,Iris-versicolor
6.27,2.85,4.08,1.74,Iris-versicolor
5.99,3.39,4.07,1.09,Iris-versicolor
5.89,2.26,4.25,1.55,Iris-versicolor
5.88,2.14,3.98,1.07,Iris-versicolor
6.33,3.11,5.02,1.12,Iris-versicolor
6.02,2.79,4.94,1.5,Iris-versicolor
5.21,2.61,4.38,1.56,Iris-versicolor
6.71,2.25,5.0,1.05,Iris-versicolor
6.97,3.2,4.39,1.59,Iris-versicolor
5.05,2.06,3.21,1.07,Iris-versicolor
6.05,2.3,4.81,1.36,Iris-versicolor
6.36,2.91,3.67,1.19,Iris-versicolor
5.62,3.12,4.23,1.2,Iris-versicolor
6.62,2.08,4.47,1.35,Iris-versicolor
6.44,3.3,4.58,1.35,Iris-versicolor
5.22,3.13,3.97,1.06,Iris-versicolor
6.41,2.41,3.1,1.72,Iris-versicolor
5.91,2.39,4.5,1.71,Iris-versicolor
4.9,2.96,4.61,1.17,Iris-versicolor
5.93,2.13,4.57,1.68,Iris-versicolor
5.13,3.14,4.62,1.28,Iris-versicolor
6.35,2.0,4.96,1.44,Iris-versicolor
6.2,2.93,4.18,1.69,Iris-versicolor
6.18,3.27,4.22,1.14,Iris-versicolor
6.82,2.95,4.47,1.79,Iris-versicolor
5.06,2.6,3.5,1.5,Iris-versicolor
6.59,3.35,3.95,1.63,Iris-versicolor
6.83,2.96,3.51,1.49,Iris-versicolor
6.94,3.38,4.35,1.71,Iris-versicolor
5.32,2.34,5.0,1.11,Iris-versicolor
5.3,2.59,4.24,1.48,Iris-versicolor
5.51,3.29,4.92,1.31,Iris-versicolor
5.81,2.98,4.39,1.31,Iris-versicolor
5.77,2.49,3.49,1.37,Iris-versicolor
6.34,3.04,4.64,1.3,Iris-versicolor
6.51,2.01,4.0,1.64,Iris-versicolor
6.22,2.66,4.35,1.73,Iris-versicolor
6.09,3.12,5.06,1.56,Iris-versicolor
6.1,2.05,3.79,1.45,Iris-versicolor
6.57,2.61,5.02,1.22,Iris-versicolor
6.46,2.59,4.02,1.64,Iris-versicolor
5.52,2.14,4.09,1.42,Iris-versicolor
6.57,3.36,3.12,1.47,Iris-versicolor
6.33,3.38,4.98,1.57,Iris-versicolor
6.0,2.23,3.81,1.47,Iris-versicolor
6.42,2.89,4.5,1.34,Iris-versicolor
6.43,2.2,3.34,1.13,Iris-versicolor
6.77,2.11,4.68,1.19,Iris-versicolor
5.88,3.28,4.23,1.17,Iris-versicolor
5.5,3.29,3.9,1.47,Iris-versicolor
5.87,2.53,3.47,1.55,Iris-versicolor
6.41,2.38,4.66,1.68,Iris-versicolor
6.83,2.23,3.64,1.69,Iris-versicolor
5.32,2.0,4.83,1.26,Iris-versicolor
5.77,2.62,4.78,1.27,Iris-versicolor
6.77,2.86,4.11,1.26,Iris-versicolor
